,index,File Name,Nb #,Genotype,phase,min slice,max slice,Daughter Asl Area,Daughter Asl Mean,Daughter Asl Mode,Daughter Asl Min,Daughter Asl Max,Daughter Asl IntDen,Daughter Asl RawIntDensity,Mother Asl Area,Mother Asl Mean,Mother Asl Mode,Mother Asl Min,Mother Asl Max,Mother Asl IntDen,Mother Asl RawIntDensity,Daughter Cnb Area,Daughter Cnb Mean,Daughter Cnb Mode,Daughter Cnb Min,Daughter Cnb Max,Daughter Cnb IntDen,Daughter Cnb RawIntDensity,Mother Cnb Area,Mother Cnb Mean,Mother Cnb Mode,Mother Cnb Min,Mother Cnb Max,Mother Cnb IntDen,Mother Cnb RawIntDensity,Daughter Asl Area background,Daughter Asl Mean background,Daughter Asl Mode background,Daughter Asl Min background,Daughter Asl Max background,Daughter Asl IntDen background,Daughter Asl RawIntDensity background,Mother Asl Area background,Mother Asl Mean background,Mother Asl Mode background,Mother Asl Min background,Mother Asl Max background,Mother Asl IntDen background,Mother Asl RawIntDensity background,Daughter Cnb Area background,Daughter Cnb Mean background,Daughter Cnb Mode background,Daughter Cnb Min background,Daughter Cnb Max background,Daughter Cnb IntDen background,Daughter Cnb RawIntDensity background,Mother Cnb Area background,Mother Cnb Mean background,Mother Cnb Mode background,Mother Cnb Min background,Mother Cnb Max background,Mother Cnb IntDen background,Mother Cnb RawIntDensity background,Sub D/M Cnb ratio,Adjusted Cnb D/M Ratio,Adjusted Asl D/M Ratio,Adjusted Daughter Asl RawIntDensity,Adjusted Daughter Cnb RawIntDensity,Adjusted Mother Cnb RawIntDensity,Adjusted Cnb D/M Ratio - Log10,Original Cnb D/M Ratio - Log10,Daughter Asl IntDensity,Daughter Asl RawIntDen,Mother Asl IntDensity,Mother Asl RawIntDen,Daughter Area,Mother Area,Daughter Cnb IntDensity,Daughter Cnb RawIntDen,Mother Cnb IntDensity,Mother Cnb RawIntDen,Integrated Density - Asl D/M,Integrated Density - Cnb D/M,Daughter Asl/Area,Mother Asl/Area,"Asl D/M, Area Adjusted",Daughter Cnb/Area,Mother Cnb/Area,"Cnb D/M, Area Adjusted",average Cnb IntDen background,Daughter Cnb IntDen / background,Mother Cnb IntDen / background,enriichment?,d/m,Daughter Cnb IntDen - background,Mother Cnb IntDen - background,enrichment?
74,90,PP4KO_male_slide1_MTs405_Cnb488_Asl568_008_SIR_ALX_Nb5_telophase,Nb5,PP4KO,telophase,20.0,53.0,0.123,69981.117,79392.191,39147.633,98188.359,8621.674,5388545.996,0.155,62294.582,71818.683,33029.602,97720.188,9668.119,6042574.5,0.123,46929.553,23724.423,4831.592,153648.969,5781.721,3613575.587,0.155,29745.258,25824.875,1184.619,63949.848,4616.464,2885290.067,0.262,11575.678,9554.499,4530.676,18586.4,3037.458,1898411.163,0.262,11575.678,9554.499,4530.676,18586.4,3037.458,1898411.163,0.262,31103.068,35592.875,2244.955,76158.961,8161.445,5100903.14,0.262,31103.068,35592.875,2244.955,76158.961,8161.445,5100903.14,,1.2524132766856402,0.8917632701094542,5388545.996,3613575.587,,0.0977476628739331,0.0977476628739331,8621.674,5388545.996,9668.119,6042574.5,0.123,0.155,5781.721,5781.721,4616.464,2885290.067,0.8917633305920211,1.2524133189384774,43809317.04065041,38984351.61290322,1.1237667224956538,47005.86178861788,18614774.62580645,0.0025251910234492,8161.445,,,,0.6925300772844527,-2379.724,-3544.9809999999998,None
75,91,PP4KO_male_slide1_MTs405_Cnb488_Asl568_009_SIR_ALX_Nb1_prophase,Nb1,PP4KO,prophase,27.0,50.0,0.166,56299.697,40716.366,25516.059,86796.039,9368.27,5855168.447,0.141,58273.951,58676.127,22715.354,93259.094,8204.972,5128107.652,0.166,30183.837,20894.614,2341.437,106728.547,5022.591,3139119.084,0.141,18837.942,24825.178,1183.168,41667.145,2652.382,1657738.923,0.174,10132.232,4765.762,4730.805,22628.668,1767.061,1104413.294,0.174,10132.232,4765.762,4730.805,22628.668,1767.061,1104413.294,0.174,17798.605,7454.313,475.789,61035.184,3104.077,1940047.974,0.174,17798.605,7454.313,475.789,61035.184,3104.077,1940047.974,,0.5280904861014823,0.8758258107206937,,3139119.084,1657738.923,-0.2772916565426475,0.2772916565426475,8204.972,5128107.652,9368.27,5855168.447,0.141,0.166,2652.382,2652.382,5022.591,3139119.084,0.8758257394374841,0.5280903820358854,36369557.81560284,35272099.07831325,1.0311140750328738,18811.21985815603,18910355.92771084,0.000994757577809,3104.077,,,,0.6365637397112367,1918.5140000000001,-451.69500000000016,Mother
76,92,PP4KO_male_slide1_MTs405_Cnb488_Asl568_009_SIR_ALX_Nb2_telophase,Nb2,PP4KO,telophase,1.0,20.0,0.166,98254.369,99149.248,57002.918,149616.312,16349.527,10218454.375,0.152,98283.704,46386.035,22583.74,159513.797,14939.123,9336951.91,0.166,10557.17,5860.552,0.0,32264.543,1756.713,1097945.63,0.152,11715.047,766.82,56.622,40458.953,1780.687,1112929.446,0.176,14116.047,10707.594,6740.4,22734.127,2484.424,1552765.206,0.176,14116.047,10707.594,6740.4,22734.127,2484.424,1552765.206,0.176,11586.869,5819.851,0.0,26369.59,2039.289,1274555.601,0.176,11586.869,5819.851,0.0,26369.59,2039.289,1274555.601,,1.0136471384288857,0.9137342661962023,,1097945.63,1112929.446,0.0058867986823417,-0.0058867986823417,14939.123,9336951.91,16349.527,10218454.375,0.152,0.166,1780.687,1780.687,1756.713,1097945.63,0.9137342627710268,1.0136470783787677,61427315.19736842,61556954.066265054,0.9978940012405896,11715.046052631578,6614130.301204818,0.0017712148867852,2039.289,,,,0.9302584020167641,-282.576,-258.6020000000001,Symmetric
77,93,PP4KO_male_slide1_MTs405_Cnb488_Asl568_010_SIR_ALX_Nb2_prophase,Nb2,PP4KO,prophase,1.0,34.0,0.189,74851.56,64205.984,30298.064,126214.391,14131.975,8832484.123,0.131,79279.448,56348.697,40875.188,120899.805,10401.464,6500914.707,0.189,84727.141,4033.217,1543.911,256448.875,15996.484,9997802.678,0.131,49188.486,15575.281,10634.912,104318.938,6453.529,4033455.891,0.214,17981.16,18542.368,8793.143,27077.404,3855.161,2409475.439,0.214,17981.16,18542.368,8793.143,27077.404,3855.161,2409475.439,0.214,40127.16,14032.19,2721.546,91814.617,8603.263,5377039.499,0.214,40127.16,14032.19,2721.546,91814.617,8603.263,5377039.499,,0.4034342365923618,0.7360233674319847,,9997802.678,4033455.891,-0.394227249077589,0.394227249077589,10401.464,6500914.707,14131.975,8832484.123,0.131,0.189,6453.529,6453.529,15996.484,9997802.678,0.7360233796054692,0.4034342171692229,49625303.10687023,46732720.22751322,1.0618963087377489,49263.58015267176,52898426.86772487,0.0009312862984726,8603.263,,,,0.5539567876290816,7393.221,-2149.7340000000004,Mother
78,94,PP4KO_male_slide1_MTs405_Cnb488_Asl568_011_SIR_ALX_Nb1_anaphase,Nb1,PP4KO,telophase,9.0,34.0,0.158,131249.93,120142.242,51741.488,217718.672,20789.989,12993743.105,0.16,117819.938,107502.177,73038.812,182636.594,18851.19,11781993.758,0.158,47302.146,24008.311,9358.513,124753.844,7492.66,4682912.422,0.16,43843.07,38886.276,18723.211,76396.336,7014.891,4384306.982,0.144,27343.08,29851.407,13645.122,48656.168,3937.404,2460877.223,0.144,27343.08,29851.407,13645.122,48656.168,3937.404,2460877.223,0.144,47230.537,16698.664,6035.294,117456.633,6801.197,4250748.305,0.144,47230.537,16698.664,6035.294,117456.633,6801.197,4250748.305,,0.9362351004906322,0.9067436275130204,,4682912.422,4384306.982,-0.0286150807223196,0.0286150807223196,18851.19,11781993.758,20789.989,12993743.105,0.16,0.158,7014.891,7014.891,7492.66,4682912.422,0.9067436255016776,0.9362350620473904,73637460.9875,82238880.4113924,0.8954093321691078,43843.06875,29638686.215189874,0.0014792514226737,6801.197,,,,0.019814430092506774,691.4629999999997,213.6939999999995,Mother
79,95,PP4KO_male_slide1_MTs405_Cnb488_Asl568_011_SIR_ALX_Nb2_prophase,Nb2,PP4KO,prophase,12.0,45.0,0.109,40732.026,29432.201,14548.972,75510.68,4431.644,2769777.767,0.166,104484.469,131024.861,45402.625,174719.984,17386.216,10866384.75,0.109,35100.739,24704.555,3702.744,73983.312,3818.96,2386850.243,0.166,48456.836,20419.743,1984.784,194611.297,8063.218,5039510.995,0.224,18151.385,16735.701,8459.395,31119.656,4065.91,2541193.886,0.224,18151.385,16735.701,8459.395,31119.656,4065.91,2541193.886,0.224,26604.685,18607.587,4996.449,59018.949,5959.449,3724655.904,0.224,26604.685,18607.587,4996.449,59018.949,5959.449,3724655.904,,,0.254894137353272,2769777.767,2386850.243,,,,4431.644,2769777.767,17386.216,10866384.75,0.109,0.166,3818.96,3818.96,8063.218,5039510.995,0.254894106917802,0.4736272788358197,25410805.20183486,65460149.09638554,0.3881874018407628,35036.33027522936,30358499.969879515,0.0011540863451748,5959.449,,,,0.761263365321389,-2140.4889999999996,2103.7690000000002,Mother
80,96,PP4KO_male_slide1_MTs405_Cnb488_Asl568_011_SIR_ALX_Nb3_telophase,Nb3,PP4KO,telophase,1.0,56.0,0.182,80459.463,65052.144,43230.168,119235.961,14675.806,9172378.73,0.146,82066.235,75096.51,44791.746,123553.367,11948.844,7468027.418,0.182,93233.96,84099.119,21140.58,197286.875,17005.874,10628671.455,0.146,78337.121,61255.197,19209.762,145100.188,11405.885,7128678.055,0.181,26756.132,23474.014,15097.8,53050.203,4837.509,3023442.904,0.181,26756.132,23474.014,15097.8,53050.203,4837.509,3023442.904,0.181,83041.832,17813.406,6946.225,186430.0,15013.963,9383727.056,0.181,83041.832,17813.406,6946.225,186430.0,15013.963,9383727.056,,0.6707026447455469,0.8141865526741066,,10628671.455,7128678.055,-0.1734699811259767,0.1734699811259767,11948.844,7468027.418,14675.806,9172378.73,0.146,0.182,11405.885,11405.885,17005.874,10628671.455,0.8141865598386895,0.6707026642676525,51150872.7260274,50397685.32967033,1.0149448807307355,78122.5,58399293.70879121,0.001337730219642,15013.963,,,,0.9093553139344677,1991.911,-3608.0779999999995,Symmetric
81,97,PP4KO_male_slide2_MTs405_Cnb488_Asl568_014_SIR_ALX_Nb1_telophase,Nb1,PP4KO,telophase,1.0,31.0,0.195,213207.672,176889.689,125312.898,343555.188,41618.138,26011335.969,0.205,188609.917,112559.398,70232.969,344551.094,38627.311,24142069.43,0.195,52393.984,16467.679,4285.047,172866.328,10227.306,6392066.02,0.205,15317.085,12454.311,5665.487,23863.799,3136.939,1960586.912,0.174,46713.719,33045.679,31280.25,78853.922,8146.873,5091795.365,0.174,46713.719,33045.679,31280.25,78853.922,8146.873,5091795.365,0.174,14371.224,16158.802,6290.737,24270.984,2506.341,1566463.411,0.174,14371.224,16158.802,6290.737,24270.984,2506.341,1566463.411,,0.3067219434007035,0.9281364655307296,,6392066.02,1960586.912,-0.5132551527526329,0.5132551527526329,38627.311,24142069.43,41618.138,26011335.969,0.205,0.195,3136.939,3136.939,10227.306,6392066.02,0.9281364533896256,0.3067219265757766,117766192.34146342,133391466.5076923,0.8828615159926454,15302.141463414637,32779825.74358974,0.0004668158270001,2506.341,,,,0.07264244457988393,7720.965,630.598,Mother
82,98,PP4KO_male_slide2_MTs405_Cnb488_Asl568_014_SIR_ALX_Nb2_prophase,Nb2,PP4KO,prophase,1.0,50.0,0.054,102369.34,91728.064,68903.969,137242.781,5568.892,3480557.555,0.152,216840.458,197789.716,148313.062,291431.969,32959.75,20599843.55,0.054,30306.893,30263.819,16959.83,55883.5,1648.695,1030434.357,0.152,64388.927,35571.686,7223.515,271119.219,9787.117,6116948.07,0.157,75338.301,63741.561,58440.426,158965.656,11813.046,7383153.48,0.157,75338.301,63741.561,58440.426,158965.656,11813.046,7383153.48,0.157,21563.454,19459.287,6776.903,36700.316,3381.15,2113218.493,0.157,21563.454,19459.287,6776.903,36700.316,3381.15,2113218.493,,,0.1689603878083821,3480557.555,1030434.357,,,,5568.892,3480557.555,32959.75,20599843.55,0.054,0.152,1648.695,1648.695,9787.117,6116948.07,0.1689603834980544,0.1684556340748761,64454769.53703704,135525286.5131579,0.4755922027198905,30531.388888888887,40243079.40789474,0.0007586742699143,3381.15,,,,0.355833541174587,-1732.4550000000002,6405.967000000001,Mother
83,99,PP4KO_male_slide2_MTs405_Cnb488_Asl568_015_SIR_ALX_Nb2_prometaphase,Nb2 CS1,PP4KO,prometaphase,1.0,45.0,0.046,34272.476,32484.877,13367.476,63562.91,1590.243,993901.801,0.189,46405.459,36420.973,13838.682,82253.672,8761.351,5475844.143,0.046,2933.542,3074.281,443.305,6594.263,136.116,85072.719,0.189,5136.637,1871.506,263.033,21379.389,969.797,606123.119,0.146,26499.516,24231.9,20189.32,33717.43,3858.33,2411455.951,0.146,26499.516,24231.9,20189.32,33717.43,3858.33,2411455.951,0.114,14100.298,10720.306,7591.402,27369.162,1601.794,1001121.154,0.114,14100.298,10720.306,7591.402,27369.162,1601.794,1001121.154,,0.1403555091915245,0.1815065905903377,993901.801,85072.719,,-0.852770535900784,-0.852770535900784,1590.243,993901.801,8761.351,5475844.143,0.046,0.189,136.116,136.116,969.797,606123.119,0.1815065964141831,0.1403551464894199,21606560.891304348,28972720.333333336,0.7457553395994312,2959.04347826087,3207000.629629629,0.0009226825373597,1601.794,,,,2.2259098518548948,-1465.678,-631.9970000000001,None
84,100,PP4KO_male_slide2_MTs405_Cnb488_Asl568_015_SIR_ALX_Nb2_prometaphase,Nb2 CS2,PP4KO,prometaphase,1.0,45.0,0.059,118244.158,149511.366,71438.594,172636.719,7000.054,4375033.828,0.114,153256.956,177903.45,83998.672,213592.328,17409.99,10881243.898,0.059,9926.696,7587.556,3483.774,19771.652,587.66,367287.738,0.114,10945.269,11281.352,2401.228,20958.875,1243.383,777114.074,0.146,26499.516,24231.9,20189.32,33717.43,3858.33,2411455.951,0.146,26499.516,24231.9,20189.32,33717.43,3858.33,2411455.951,0.114,14100.298,10720.306,7591.402,27369.162,1601.794,1001121.154,0.114,14100.298,10720.306,7591.402,27369.162,1601.794,1001121.154,,0.472630403036556,0.4020711114474827,4375033.828,367287.738,,-0.3254783448147044,-0.3254783448147044,7000.054,4375033.828,17409.99,10881243.898,0.059,0.114,587.66,587.66,1243.383,777114.074,0.402071109747909,0.4726299137112217,74153115.72881356,95449507.87719296,0.7768831644917464,9960.338983050848,6816790.1228070175,0.0014611479601999,1601.794,,,,2.613234326158903,-1014.1340000000001,-358.41100000000006,None
85,101,PP4KO_male_slide2_MTs405_Cnb488_Asl568_015_SIR_ALX_Nb3_prophase,Nb3,PP4KO,prophase,13.0,62.0,0.166,112537.314,94963.658,77706.141,170715.078,18726.209,11703880.617,0.112,71591.149,56078.036,39819.203,97229.703,8018.209,5011380.457,0.166,24737.45,14360.167,9551.6,56004.18,4116.312,2572694.759,0.112,13697.633,12229.569,3720.12,26062.879,1534.135,958834.344,0.133,40071.609,36329.16,27713.131,55457.828,5321.51,3325943.555,0.133,40071.609,36329.16,27713.131,55457.828,5321.51,3325943.555,0.133,14608.637,15058.225,3593.209,28572.307,1940.027,1212516.907,0.133,14608.637,15058.225,3593.209,28572.307,1940.027,1212516.907,,0.3726965045681115,0.428181098303491,,2572694.759,958834.344,-0.4286446803717297,0.4286446803717297,8018.209,5011380.457,18726.209,11703880.617,0.112,0.166,1534.135,1534.135,4116.312,2572694.759,0.4281811123650281,0.3726964817049825,44744468.36607143,70505304.92168675,0.6346255564141028,13697.633928571428,15498161.19879518,0.0008838231679791,1940.027,,,,0.4854412906504658,2176.285,-405.89200000000005,Mother
86,102,PP4KO_male_slide2_MTs405_Cnb488_Asl568_015_SIR_ALX_Nb4_telophase,Nb4,PP4KO,telophase,17.0,70.0,0.25,311355.379,274506.824,149889.828,455171.656,77714.303,48571439.188,0.158,351848.929,381205.542,195547.078,474307.0,55732.87,34833044.0,0.25,28504.602,24363.124,8865.665,104464.445,7114.749,4446717.976,0.158,22151.575,21061.201,8740.967,41089.48,3508.809,2193005.907,0.176,107172.51,92786.483,83490.969,159035.469,18862.362,11788976.07,0.176,107172.51,92786.483,83490.969,159035.469,18862.362,11788976.07,0.176,21502.406,21239.71,7597.812,47971.523,3784.424,2365264.701,0.176,21502.406,21239.71,7597.812,47971.523,3784.424,2365264.701,,0.4931740485536023,0.7171507491300733,,4446717.976,2193005.907,-0.3069997846036754,0.3069997846036754,55732.87,34833044.0,77714.303,48571439.188,0.158,0.25,3508.809,3508.809,7114.749,4446717.976,0.7171507412219859,0.4931739686108393,220462303.7974684,194285756.752,1.1347321979906224,22207.651898734177,17786871.904,0.0012485417345216,3784.424,,,,0.5478698855012314,3330.325,-275.6149999999998,Mother
87,103,PP4KO_male_slide2_MTs405_Cnb488_Asl568_015_SIR_ALX_Nb5_telophase,Nb5,PP4KO,telophase,31.0,67.0,0.184,317613.2,258711.285,137930.453,536896.812,58440.829,36525518.047,0.189,290624.431,207173.57,118980.0,453462.281,54869.893,34293682.875,0.184,20307.54,11441.857,3384.926,66848.75,3736.587,2335367.134,0.189,13559.661,10914.436,2488.841,27716.354,2560.064,1600040.011,0.178,64024.445,66456.07,45006.996,84652.938,11370.741,7106713.422,0.178,64024.445,66456.07,45006.996,84652.938,11370.741,7106713.422,0.178,13399.82,8991.909,837.61,34780.707,2379.808,1487380.031,0.178,13399.82,8991.909,837.61,34780.707,2379.808,1487380.031,,0.6851342505019598,0.9388965498277632,,2335367.134,1600040.011,-0.1642243211505996,0.1642243211505996,54869.893,34293682.875,58440.829,36525518.047,0.189,0.184,2560.064,2560.064,3736.587,2335367.134,0.9388965546672856,0.6851343217754597,181448057.5396825,198508250.2554348,0.9140580167635368,13545.312169312168,12692212.68478261,0.0010672144019105,2379.808,,,,0.08469196413998233,1356.779,180.25599999999986,Mother
88,104,PP4KO_male_slide2_MTs405_Cnb488_Asl568_015_SIR_ALX_Nb6_telophase,Nb6,PP4KO,telophase,17.0,46.0,0.12,138066.777,92190.39,79611.281,236696.734,16568.013,10355008.312,0.136,168619.262,208734.202,108058.953,222351.031,22932.22,14332637.297,0.12,14123.481,3293.144,1282.22,46047.141,1694.818,1059261.08,0.136,12977.214,9392.369,4077.535,25504.266,1764.901,1103063.182,0.134,45288.161,40456.427,34163.137,66065.758,6086.729,3804205.512,0.134,45288.161,40456.427,34163.137,66065.758,6086.729,3804205.512,0.134,11056.645,16407.694,2902.941,22163.201,1486.013,928758.209,0.134,11056.645,16407.694,2902.941,22163.201,1486.013,928758.209,,0.9602904867873652,0.7224775243679287,10355008.312,1059261.08,,-0.0175973734961105,-0.0175973734961105,16568.013,10355008.312,22932.22,14332637.297,0.12,0.136,1694.818,1694.818,1764.901,1103063.182,0.7224775010879888,0.960290690525984,86291735.93333334,105387038.9485294,0.8188078609503192,14123.483333333334,8110758.69117647,0.0017413270288386,1486.013,,,,0.7008931976217073,208.80500000000006,278.88800000000015,Mother
89,105,PP4KO_male_slide2_MTs405_Cnb488_Asl568_015_SIR_ALX_Nb7_telophase,Nb7,PP4KO,telophase,9.0,38.0,0.163,317356.664,335071.439,211007.094,430802.75,51792.608,32370379.75,0.152,357069.349,295324.665,229586.359,478904.969,54274.541,33921588.172,0.163,45738.062,9103.973,4633.352,157230.531,7464.452,4665282.291,0.152,20360.933,20063.605,4177.007,44644.359,3094.862,1934288.667,0.141,82499.213,67270.38,52596.52,135157.141,11615.889,7259930.77,0.141,82499.213,67270.38,52596.52,135157.141,11615.889,7259930.77,0.141,13187.299,13721.887,7304.963,22037.99,1856.772,1160482.296,0.141,13187.299,13721.887,7304.963,22037.99,1856.772,1160482.296,,2.411885242669418,0.9542707607281072,32370379.75,4665282.291,,0.3823566402587163,0.3823566402587163,51792.608,32370379.75,54274.541,33921588.172,0.163,0.152,7464.452,7464.452,3094.862,1934288.667,0.9542707694202334,2.411885247225886,198591286.80981597,223168343.2368421,0.8898721204335722,45794.18404907976,12725583.335526315,0.003598592130644,1856.772,,,,4.695567180027139,5607.68,1238.0900000000001,Daughter
90,106,PP4KO_male_slide2_MTs405_Cnb488_Asl568_015_SIR_ALX_Nb8_prophase,Nb8,PP4KO,prophase,11.0,56.0,0.203,425180.971,384727.308,262084.375,551453.875,86396.773,53997983.281,0.136,298913.91,199188.167,167419.812,410186.938,40652.292,25407682.344,0.203,54333.672,11247.31,8178.366,182767.188,11040.602,6900376.341,0.136,20735.867,10328.247,6942.417,42320.883,2820.078,1762548.715,0.254,118042.778,107308.388,90259.492,156893.344,30030.083,18768801.648,0.254,118042.778,107308.388,90259.492,156893.344,30030.083,18768801.648,0.254,18905.41,15885.568,5695.404,37703.773,4809.536,3005960.209,0.254,18905.41,15885.568,5695.404,37703.773,4809.536,3005960.209,,0.2554279111600704,0.4705302087261483,,6900376.341,1762548.715,-0.5927316481826355,0.5927316481826355,40652.292,25407682.344,86396.773,53997983.281,0.136,0.203,2820.078,2820.078,11040.602,6900376.341,0.4705302129745054,0.2554279196007609,186821193.70588237,265999917.6403941,0.7023355321427067,20735.86764705882,33992001.679802954,0.0006100219646488,4809.536,,,,0.44869130143446884,6231.066000000001,-1989.458,Mother
91,107,PP4KO_male_slide2_MTs405_Cnb488_Asl568_016_SIR_ALX_Nb1_metaphase,Nb1,PP4KO,metaphase,1.0,27.0,0.067,73764.408,42657.006,42505.723,119962.953,4956.968,3098105.148,0.125,100000.984,92865.098,45774.227,141072.75,12480.123,7800076.727,0.067,15379.258,10786.323,6455.4,31370.371,1033.486,645928.829,0.125,15434.817,13091.569,4792.476,26144.918,1926.265,1203915.725,0.13,23304.652,22719.171,14702.647,35328.074,3020.283,1887676.838,0.13,23304.652,22719.171,14702.647,35328.074,3020.283,1887676.838,0.13,12262.499,16349.908,4523.326,19184.852,1589.22,993262.421,0.13,12262.499,16349.908,4523.326,19184.852,1589.22,993262.421,,0.5365232927745005,0.397189060624993,3098105.148,645928.829,,-0.2704114187048468,-0.2704114187048468,4956.968,3098105.148,12480.123,7800076.727,0.067,0.125,1033.486,1033.486,1926.265,1203915.725,0.3971890341144874,0.5365232717201424,46240375.34328358,62400613.816,0.7410243668376735,15425.16417910448,9631325.8,0.0016015618721053,1589.22,,,,0.8497774709087275,-555.7339999999999,337.0450000000001,Symmetric
92,108,PP4KO_male_slide2_MTs405_Cnb488_Asl568_017_SIR_ALX_Nb1_telophase,Nb1,PP4KO,telophase,10.0,41.0,0.15,184899.528,174768.366,104787.883,269903.125,27808.889,17380555.609,0.17,209422.187,229836.707,95612.156,298334.781,35518.003,22198751.867,0.15,24094.724,12929.931,4283.789,60319.543,3623.847,2264904.078,0.17,15957.765,15011.248,1072.498,31184.902,2706.437,1691523.102,0.187,39586.025,35491.857,20046.016,62793.426,7410.504,4631564.963,0.187,39586.025,35491.857,20046.016,62793.426,7410.504,4631564.963,0.187,12936.898,12164.238,4802.127,25399.945,2421.787,1513617.075,0.187,12936.898,12164.238,4802.127,25399.945,2421.787,1513617.075,,1.3389731865453411,0.7829519296009347,17380555.609,2264904.078,,0.1267718801845291,0.1267718801845291,27808.889,17380555.609,35518.003,22198751.867,0.15,0.17,3623.847,3623.847,2706.437,1691523.102,0.7829519300395352,1.3389733439204388,115870370.72666667,130580893.3352941,0.8873455202143927,24158.980000000003,9950135.894117646,0.0024280050299898,2421.787,,,,5.327479350002136,1202.0600000000004,284.6500000000001,Daughter
93,109,PP4KO_male_slide2_MTs405_Cnb488_Asl568_017_SIR_ALX_Nb3_prophase,Nb3,PP4KO,prophase,32.0,92.0,0.093,227603.449,135073.672,134743.875,303599.75,21121.6,13201000.047,0.045,217825.145,105497.39,105061.766,328101.562,9758.566,6099104.055,0.093,38030.692,31180.13,17605.721,78041.352,3529.248,2205780.146,0.045,28661.125,21953.01,7887.959,115370.141,1284.018,802511.502,0.133,78715.95,81778.131,57903.238,102679.594,10453.478,6533423.863,0.133,78715.95,81778.131,57903.238,102679.594,10453.478,6533423.863,0.133,20242.417,19583.077,9581.512,32140.107,2688.193,1680120.584,0.133,20242.417,19583.077,9581.512,32140.107,2688.193,1680120.584,,0.3638220715039476,0.4620183344659599,,2205780.146,802511.502,-0.43911095771451,0.4391109577145101,9758.566,6099104.055,21121.6,13201000.047,0.045,0.093,1284.018,1284.018,3529.248,2205780.146,0.4620183130065904,0.3638219813399341,135535645.66666666,141946237.06451613,0.9548378912296508,28533.733333333334,23718066.08602151,0.0012030379386686,2688.193,,,,0.7845407265230441,841.0549999999998,-1404.1750000000002,Mother
94,110,PP4KO_male_slide2_MTs405_Cnb488_Asl568_018_SIR_ALX_Nb1_prophase,Nb1,PP4KO,prophase,20.0,51.0,0.069,65681.966,58482.047,35057.156,131005.508,4518.919,2824324.535,0.139,135438.964,116841.017,68992.531,212258.172,18853.104,11783189.88,0.069,13641.028,7908.721,7877.799,23709.744,938.503,586564.217,0.139,30235.666,16900.052,4651.24,165456.156,4208.805,2630502.95,0.198,28077.013,22961.93,17037.549,39178.301,5570.479,3481549.584,0.198,28077.013,22961.93,17037.549,39178.301,5570.479,3481549.584,0.198,10763.854,1791.75,0.0,27799.268,2135.549,1334717.856,0.198,10763.854,1791.75,0.0,27799.268,2135.549,1334717.856,,,0.2396909974092686,2824324.535,586564.217,,,,4518.919,2824324.535,18853.104,11783189.88,0.069,0.139,938.503,938.503,4208.805,2630502.95,0.2396909813895897,0.222985621809516,40932239.63768116,84771150.21582733,0.482855777389686,13601.492753623188,18924481.65467626,0.0007187247186906,2135.549,,,,0.5226223286657377,-1197.0459999999998,2073.2560000000003,Mother
95,112,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_001_SIR_ALX_Nb3_telophase,Nb3,WT,telophase,1.0,53.0,0.17,108147.065,75543.66,63465.113,168282.328,18341.742,11463588.934,0.176,125626.645,114462.732,58866.285,177968.297,22110.289,13818930.906,0.17,18844.859,16983.954,6796.48,50628.301,3196.088,1997555.057,0.176,13594.885,10260.618,6475.985,21497.162,2392.7,1495437.38,0.142,48439.953,44441.071,36830.395,63703.957,6897.849,4311155.828,0.142,48439.953,44441.071,36830.395,63703.957,6897.849,4311155.828,0.142,12747.136,12601.254,4746.037,23452.414,1815.192,1134495.078,0.142,12747.136,12601.254,4746.037,23452.414,1815.192,1134495.078,,1.3357664344327145,0.8295568602215574,11463588.934,1997555.057,,0.1257305261748267,0.1257305261748267,18341.742,11463588.934,22110.289,13818930.906,0.17,0.176,3196.088,3196.088,2392.7,1495437.38,0.8295568637750506,1.3357662891294355,67432876.08235294,78516652.875,0.8588353376411416,18800.517647058823,8496803.295454545,0.0022126577482517,1815.192,,,,2.535961302832774,1380.8960000000002,577.5079999999998,Daughter
96,113,PP4KO_female_slide1_MTs568_Cnb488_Asl647_1515_001_SIR_ALX_Nb5_prophase,Nb5 AC,WT,prophase,7.0,81.0,0.034,215966.551,211012.543,103161.781,326722.875,7256.476,4535297.57,0.189,273418.606,231454.003,137547.016,412292.031,51621.433,32263395.469,0.034,19433.038,5969.741,5902.631,40262.746,652.95,408093.801,0.189,21814.588,13826.804,5902.631,54784.273,4118.594,2574121.385,0.197,107699.653,116181.016,70951.734,160362.516,21195.292,13247057.375,0.197,107699.653,116181.016,70951.734,160362.516,21195.292,13247057.375,0.197,16960.186,15702.235,7079.699,29953.99,3337.765,2086102.817,0.197,16960.186,15702.235,7079.699,29953.99,3337.765,2086102.817,,0.1585371239204401,0.1405709939723393,4535297.57,408093.801,,-0.7998690247651258,-0.7998690247651258,7256.476,4535297.57,51621.433,32263395.469,0.034,0.189,652.95,652.95,4118.594,2574121.385,0.1405709911230089,0.158537112422346,133391105.0,170705796.13227513,0.7814093488462394,19204.41176470588,13619689.867724866,0.0014100476553592,3337.765,,,,0.8347261104153505,-2684.8149999999996,780.8290000000002,Symmetric
