,index,File Name,Nb #,Genotype,phase,min slice,max slice,Daughter Asl Area,Daughter Asl Mean,Daughter Asl Mode,Daughter Asl Min,Daughter Asl Max,Daughter Asl IntDen,Daughter Asl RawIntDensity,Mother Asl Area,Mother Asl Mean,Mother Asl Mode,Mother Asl Min,Mother Asl Max,Mother Asl IntDen,Mother Asl RawIntDensity,Daughter Cnb Area,Daughter Cnb Mean,Daughter Cnb Mode,Daughter Cnb Min,Daughter Cnb Max,Daughter Cnb IntDen,Daughter Cnb RawIntDensity,Mother Cnb Area,Mother Cnb Mean,Mother Cnb Mode,Mother Cnb Min,Mother Cnb Max,Mother Cnb IntDen,Mother Cnb RawIntDensity,Daughter Asl Area background,Daughter Asl Mean background,Daughter Asl Mode background,Daughter Asl Min background,Daughter Asl Max background,Daughter Asl IntDen background,Daughter Asl RawIntDensity background,Mother Asl Area background,Mother Asl Mean background,Mother Asl Mode background,Mother Asl Min background,Mother Asl Max background,Mother Asl IntDen background,Mother Asl RawIntDensity background,Daughter Cnb Area background,Daughter Cnb Mean background,Daughter Cnb Mode background,Daughter Cnb Min background,Daughter Cnb Max background,Daughter Cnb IntDen background,Daughter Cnb RawIntDensity background,Mother Cnb Area background,Mother Cnb Mean background,Mother Cnb Mode background,Mother Cnb Min background,Mother Cnb Max background,Mother Cnb IntDen background,Mother Cnb RawIntDensity background,Sub D/M Cnb ratio,Adjusted Cnb D/M Ratio,Adjusted Asl D/M Ratio,Adjusted Daughter Asl RawIntDensity,Adjusted Daughter Cnb RawIntDensity,Adjusted Mother Cnb RawIntDensity,Adjusted Cnb D/M Ratio - Log10,Original Cnb D/M Ratio - Log10,Daughter Asl IntDensity,Daughter Asl RawIntDen,Mother Asl IntDensity,Mother Asl RawIntDen,Daughter Area,Mother Area,Daughter Cnb IntDensity,Daughter Cnb RawIntDen,Mother Cnb IntDensity,Mother Cnb RawIntDen,Integrated Density - Asl D/M,Integrated Density - Cnb D/M,Daughter Asl/Area,Mother Asl/Area,"Asl D/M, Area Adjusted",Daughter Cnb/Area,Mother Cnb/Area,"Cnb D/M, Area Adjusted",average Cnb IntDen background,Daughter Cnb IntDen / background,Mother Cnb IntDen / background,enriichment?,d/m,Daughter Cnb IntDen - background,Mother Cnb IntDen - background,enrichment?
120,151,RCS_phosCnb488_MTs568_Asl647_1515_005_SIR_ALX_Nb1_telophase,Nb1,phospho-Cnb,telophase,27.0,71.0,0.117,172512.299,132544.757,88373.695,251075.734,20149.436,12593397.812,0.197,165204.919,183189.9,58432.09,267861.594,32512.328,20320205.027,0.117,8350.317,3461.672,3440.37,14346.716,975.317,609573.14,0.197,9243.885,7803.523,1990.083,15337.533,1819.197,1136997.903,0.176,29549.521,33478.839,21843.1,44155.828,5200.716,3250447.283,0.176,29549.521,33478.839,21843.1,44155.828,5200.716,3250447.283,0.176,7152.036,5980.752,2756.343,12410.715,1258.758,786724.011,0.176,7152.036,5980.752,2756.343,12410.715,1258.758,786724.011,,0.5361251224752699,0.6197475761325645,12593397.812,609573.14,,-0.2707338415403214,-0.2707338415403214,20149.436,12593397.812,32512.328,20320205.027,0.117,0.197,975.317,975.317,1819.197,1136997.903,0.6197475616018637,0.5361250046036796,107635878.73504274,103148248.8680203,1.043506602547993,8336.042735042734,5771562.959390862,0.0014443302089391,1258.758,,,,0.7126884773886502,-283.44100000000003,560.4389999999999,Mother
121,152,RCS_phosCnb488_MTs568_Asl647_1515_007_SIR_ALX_Nb2_telophase,Nb2,phospho-Cnb,telophase,22.0,56.0,0.141,159570.292,195339.871,84653.453,251825.859,22467.497,14042185.703,0.123,175065.798,136793.366,102971.297,231244.625,21568.106,13480066.453,0.141,12752.825,4692.712,3723.246,29847.793,1795.598,1122248.602,0.123,7398.694,6550.98,2677.632,16545.846,911.519,569699.473,0.138,33116.819,23495.208,19999.816,51397.016,4556.874,2848046.473,0.138,33116.819,23495.208,19999.816,51397.016,4556.874,2848046.473,0.138,6224.624,5157.182,2349.045,11746.21,856.508,535317.66,0.138,6224.624,5157.182,2349.045,11746.21,856.508,535317.66,,0.507641062759818,0.9599692482431772,,1122248.602,569699.473,-0.2944432553544843,0.2944432553544843,21568.106,13480066.453,22467.497,14042185.703,0.123,0.141,911.519,911.519,1795.598,1122248.602,0.9599692391190704,0.5076409084884256,109594036.20325205,99589969.5248227,1.1004525528641298,7410.723577235773,7959209.943262412,0.0009310878378712,856.508,,,,0.03209538885465027,939.0899999999999,55.01099999999997,Mother
122,153,RCS_phosCnb488_MTs568_Asl647_1515_012_SIR_ALX_Nb2_telophase,Nb2,phospho-Cnb,telophase,21.0,65.0,0.134,242956.493,373926.469,91601.344,461295.625,32653.353,20408345.422,0.152,250807.856,225831.75,104770.555,439815.594,38122.794,23826746.281,0.134,16017.208,9811.778,3313.191,44390.684,2152.713,1345445.51,0.152,9904.751,6863.566,2244.692,16577.197,1505.522,940951.366,0.125,41872.624,44170.107,21143.416,58570.926,5225.703,3266064.687,0.125,41872.624,44170.107,21143.416,58570.926,5225.703,3266064.687,0.125,8348.364,9751.507,3041.2,12611.331,1041.876,651172.398,0.125,8348.364,9751.507,3041.2,12611.331,1041.876,651172.398,,1.429877843442123,0.8565309413763341,20408345.422,1345445.51,,0.1552989366363196,0.1552989366363196,32653.353,20408345.422,38122.794,23826746.281,0.134,0.152,2152.713,2152.713,1505.522,940951.366,0.8565309510105685,1.4298781419334956,152301085.23880595,156754909.74342105,0.971587336486588,16065.022388059702,6190469.513157895,0.0025951218003599,1041.876,,,,2.49677702790899,1110.8370000000002,463.64599999999996,Daughter
123,154,RCS_phosCnb488_MTs568_Asl647_1515_012_SIR_ALX_Nb3_telophase,Nb3,phospho-Cnb,telophase,42.0,92.0,0.187,224511.898,210202.44,109155.711,339093.156,42028.627,26267892.016,0.125,238416.544,301859.82,88611.523,379766.531,29754.385,18596490.469,0.187,10768.793,9208.138,4193.723,21899.795,2015.918,1259948.815,0.125,8048.48,7497.471,4202.956,12594.955,1004.45,627781.408,0.173,43152.139,35126.387,28133.592,70254.898,7456.69,4660431.064,0.173,43152.139,35126.387,28133.592,70254.898,7456.69,4660431.064,0.173,7553.234,7142.736,3131.352,12865.136,1305.199,815749.266,0.173,7553.234,7142.736,3131.352,12865.136,1305.199,815749.266,,0.4982594535001012,0.7079551894637269,,1259948.815,627781.408,-0.3025444526596264,0.3025444526596264,29754.385,18596490.469,42028.627,26267892.016,0.125,0.187,1004.45,1004.45,2015.918,1259948.815,0.7079551992026767,0.4982593538030813,148771923.752,140470010.78074867,1.0591009634377355,8035.6,6737694.197860963,0.0011926335277358,1305.199,,,,0.6668698677227943,710.7189999999998,-300.749,Mother
124,155,RCS_phosCnb488_MTs568_Asl647_1515_012_SIR_ALX_Nb4_telophase,Nb4,phospho-Cnb,telophase,18.0,74.0,0.173,193006.358,147448.654,103252.031,268424.812,33351.499,20844686.711,0.158,198610.987,161604.833,97809.766,303237.906,31459.98,19662487.719,0.173,11864.395,6625.409,1939.728,22444.588,2050.168,1281354.705,0.158,13005.932,11159.372,4621.387,29790.174,2060.14,1287587.316,0.142,36426.565,28017.11,22528.645,53408.805,5187.143,3241964.285,0.142,36426.565,28017.11,22528.645,53408.805,5187.143,3241964.285,0.142,8466.344,6522.553,2424.012,16321.051,1205.607,753504.659,0.142,8466.344,6522.553,2424.012,16321.051,1205.607,753504.659,,1.0048640793807364,0.9432853557172372,,1281354.705,1287587.316,0.0021073218888533,-0.0021073218888532,31459.98,19662487.719,33351.499,20844686.711,0.158,0.173,2060.14,2060.14,2050.168,1281354.705,0.9432853377894648,1.0048639916338562,124446124.80379748,120489518.56069364,1.0328377629055825,13038.86075949367,7406674.595375723,0.0017604203602564,1205.607,,,,1.0123355875056725,844.5610000000001,854.5329999999999,Symmetric
125,156,RCS_phosCnb488_MTs568_Asl647_1515_013_SIR_ALX_Nb2_telophase,Nb2,phospho-Cnb,telophase,25.0,62.0,0.166,225249.831,154243.678,105317.57,330994.75,37481.572,23425982.414,0.195,218524.086,157233.395,56385.117,427855.031,42655.902,26659938.469,0.166,13791.886,12221.721,3238.677,41888.41,2294.97,1434356.169,0.195,7812.291,7617.341,1537.593,13196.137,1524.959,953099.501,0.139,44188.72,35108.152,33801.164,62895.859,6151.07,3844418.656,0.139,44188.72,35108.152,33801.164,62895.859,6151.07,3844418.656,0.139,6677.726,6712.342,1024.383,12182.372,929.539,580962.154,0.139,6677.726,6712.342,1024.383,12182.372,929.539,580962.154,,1.5049385373668347,0.8786960420497436,23425982.414,1434356.169,,0.1775187634331867,0.1775187634331867,37481.572,23425982.414,42655.902,26659938.469,0.166,0.195,2294.97,2294.97,1524.959,953099.501,0.8786960360139612,1.5049388213060153,141120375.98795182,136717633.17435896,1.0322031819259037,13825.120481927708,4887689.748717949,0.0028285593383978,929.539,,,,2.3567666970619174,1365.4309999999998,595.4200000000001,Daughter
126,158,RCS_phosCnb488_MTs568_Asl647_1515_001_SIR_ALX_Nb2_prophase,Nb2,phospho-Cnb,prophase,1.0,22.0,0.054,75324.742,34835.586,22352.152,147676.031,4097.666,2561041.223,0.109,101047.344,134180.003,33434.887,185592.703,10993.951,6871219.387,0.054,11568.558,11507.133,6206.083,23064.078,629.33,393330.961,0.109,20753.74,19318.388,6972.155,44824.078,2258.007,1411254.342,0.054,14655.272,9671.729,9653.727,18871.023,797.247,498279.245,0.109,12421.933,7836.486,7115.569,19022.314,1351.506,844691.465,0.054,5764.735,4928.632,3974.894,8809.685,313.602,196001.001,0.109,5836.653,4188.045,3794.077,8713.876,635.028,396892.39,0.1945360968934287,0.2787101866007935,0.3727200484742723,2561041.223,393330.961,,-0.5548471579330299,-0.5548471579330299,4097.666,2561041.223,10993.951,6871219.387,0.054,0.109,629.33,629.33,2258.007,1411254.342,0.3727200530546298,0.2787103848659459,47426689.31481482,63038709.97247706,0.7523423200684387,11654.25925925926,12947287.541284405,0.0009001313380967,474.315,,,,0.0795640178991073,155.01500000000004,1783.692,Mother
127,159,RCS_phosCnb488_MTs568_Asl647_1515_001_SIR_ALX_Nb4_prometaphase,Nb4,phospho-Cnb,prometaphase,1.0,69.0,0.043,90554.212,48806.253,48556.074,176647.812,3911.942,2444963.711,0.154,186129.161,166107.399,101760.797,270711.875,28589.439,17868399.438,0.043,17301.828,14289.505,9094.562,28229.895,747.439,467149.361,0.154,15711.278,16885.913,9567.767,24377.613,2413.252,1508282.733,0.042,33230.69,33136.467,28820.396,40152.848,1382.397,863997.945,0.154,32744.123,24969.399,23178.586,46688.75,5029.497,3143435.805,0.042,10904.565,7397.114,7380.588,15841.919,453.63,283518.68,0.154,13434.061,10343.415,6599.535,22983.008,2063.472,1289669.817,0.839982274572589,0.3097226738589203,0.1368317134102338,2444963.711,467149.361,,-0.5090270000957015,-0.5090270000957015,3911.942,2444963.711,28589.439,17868399.438,0.043,0.154,747.439,747.439,2413.252,1508282.733,0.1368317160752962,0.3097227309870664,56859621.18604652,116028567.7792208,0.4900484619808376,17382.302325581397,9794043.720779222,0.0017747830029288,1258.5510000000002,,,,0.5371621073969898,-511.1120000000002,1154.7009999999998,Mother
128,160,RCS_phosCnb488_MTs568_Asl647_1515_001_SIR_ALX_Nb6_prophase,Nb6,phospho-Cnb,prophase,11.0,59.0,0.038,299765.689,172835.79,172432.516,378908.844,11439.059,7194376.531,0.108,246433.686,189207.149,150103.766,340779.312,26644.41,16757490.672,0.038,17241.043,21501.571,9954.493,26894.619,657.918,413785.042,0.108,14104.994,9615.295,7549.66,19706.037,1525.032,959139.575,0.038,43881.199,39673.732,35688.938,54069.25,1674.507,1053148.781,0.108,46875.414,34990.777,31311.701,61211.492,5068.17,3187528.139,0.038,8732.401,9015.922,4334.365,13050.573,333.228,209577.629,0.108,8783.085,6288.416,2876.068,12975.039,949.627,597249.812,0.5642808109071002,0.4314127503288559,0.429323021675378,7194376.531,413785.042,,-0.3651070235458628,-0.3651070235458628,11439.059,7194376.531,26644.41,16757490.672,0.038,0.108,657.918,657.918,1525.032,959139.575,0.429323036239121,0.431412586752278,189325698.1842105,155161950.66666666,1.2201812194984427,17313.63157894737,8880921.99074074,0.0019495308704432,641.4275,,,,0.4332173521604793,16.490499999999997,883.6044999999999,Mother
129,161,RCS_phosCnb488_MTs568_Asl647_1515_001_SIR_ALX_Nb7_prometaphase,Nb7,phospho-Cnb,prometaphase,17.0,56.0,0.038,199068.309,198920.842,78468.859,306038.656,7644.223,4777639.406,0.098,240792.21,217716.9,152748.016,306038.656,23501.32,14688324.797,0.038,8625.051,5051.682,5034.53,13816.376,331.202,207001.212,0.098,9915.982,8935.294,5464.246,14485.447,967.8,604874.913,0.038,22730.127,23511.329,15713.116,30666.992,872.837,545523.052,0.098,24734.104,18791.374,17365.453,36085.234,2414.049,1508780.346,0.038,6477.528,2449.025,2433.903,10176.442,248.737,155460.664,0.098,7131.459,5286.363,4311.503,10966.547,696.03,435018.991,0.3034367295875189,0.342221519773957,0.3252678213499066,4777639.406,207001.212,,-0.4656926843763698,-0.4656926843763698,7644.223,4777639.406,23501.32,14688324.797,0.038,0.098,331.202,331.202,967.8,604874.913,0.3252678147440229,0.3422215333746642,125727352.7894737,149880865.2755102,0.838848591902391,8715.842105263158,6172192.989795918,0.0014121143197681,472.38349999999997,,,,0.5027433405662327,-141.18149999999997,495.4165,Mother
130,162,RCS_phosCnb488_MTs568_Asl647_1515_001_SIR_ALX_Nb8_prometaphase,Nb8,phospho-Cnb,prometaphase,7.0,50.0,0.058,109363.308,104555.566,62660.82,155518.438,6299.327,3937079.086,0.12,117906.085,88768.452,69421.5,183279.422,14148.73,8842956.398,0.058,10687.123,12183.553,6569.041,14853.278,615.578,384736.416,0.12,9991.784,5628.892,4621.81,16613.111,1199.014,749383.835,0.058,15732.009,16746.315,9719.787,24052.785,906.164,566352.31,0.12,19958.577,18762.79,14762.326,30397.729,2395.029,1496893.251,0.058,7817.349,7371.141,5795.68,10999.783,450.279,281424.555,0.12,7412.794,7742.08,3772.89,11869.404,889.535,555959.538,0.5341202472542564,0.5134036765017757,0.44522203987011,3937079.086,384736.416,,-0.2895410256553878,-0.2895410256553878,6299.327,3937079.086,14148.73,8842956.398,0.058,0.12,615.578,615.578,1199.014,749383.835,0.4452220800029402,0.5134035132200292,67880673.89655173,73691303.31666666,0.9211490480071242,10613.413793103447,6244865.291666667,0.0016995424716793,669.9069999999999,,,,0.5754763580742176,-54.32899999999995,529.107,Mother
131,163,RCS_phosCnb488_MTs568_Asl647_1515_002_SIR_ALX_Nb1_metaphase,Nb1,phospho-Cnb,metaphase,29.0,92.0,0.072,661583.008,677145.599,402215.375,1022322.312,47633.977,29771235.375,0.109,931736.964,689887.806,330123.906,1359169.25,101372.982,63358113.531,0.072,14787.148,8707.435,4340.285,26925.949,1064.675,665421.646,0.109,16867.814,10365.795,7154.477,27453.18,1835.218,1147011.326,0.072,50218.554,41852.146,34605.176,69282.266,3615.736,2259834.949,0.107,34063.979,31064.521,27472.133,42425.812,3651.659,2282286.584,0.072,10403.183,9540.713,7508.404,15216.125,749.029,468143.239,0.107,9589.236,7549.663,4944.518,13549.9,1027.966,642478.807,0.391012967450065,0.5801352008620009,0.4698882860587928,29771235.375,665421.646,,-0.2364707820478057,-0.2364707820478057,47633.977,29771235.375,101372.982,63358113.531,0.072,0.109,1064.675,1064.675,1835.218,1147011.326,0.4698882883804286,0.580135438950577,413489380.2083334,581267096.614679,0.7113586552834502,14787.152777777776,10523039.688073391,0.0014052168590162,888.4975,,,,0.16251295457935153,176.1775,946.7205000000001,Mother
132,164,RCS_phosCnb488_MTs568_Asl647_1515_003_SIR_ALX_Nb4_metaphase,Nb4,phospho-Cnb,metaphase,1.0,35.0,0.08,112466.36,82600.648,71255.812,185149.062,8997.309,5623318.008,0.13,130341.608,102321.15,76582.883,202087.578,16892.272,10557670.281,0.08,13256.168,4097.831,4060.182,23336.607,1060.493,662808.39,0.13,9071.403,3493.857,2043.403,17844.088,1175.654,734783.654,0.08,12807.686,11115.342,10221.752,19558.854,1024.615,640384.303,0.13,12047.813,9483.007,8551.457,17903.488,1561.397,975872.888,0.08,6410.396,4231.502,502.028,13147.661,512.832,320519.821,0.13,6056.588,5909.697,1989.634,10678.259,784.934,490583.637,1.4016712735462733,0.902045638048448,0.5326286821174882,5623318.008,662808.39,,-0.0447714892305611,-0.0447714892305611,8997.309,5623318.008,16892.272,10557670.281,0.08,0.13,1060.493,1060.493,1175.654,734783.654,0.5326287073757751,0.9020451595452404,70291475.10000001,81212848.31538461,0.8655216084409183,13256.1625,5652181.953846154,0.0023453177212349,648.883,,,,0.7729943303677705,411.6099999999999,526.771,Mother
133,165,RCS_phosCnb488_MTs568_Asl647_1515_003_SIR_ALX_Nb7_prometaphase,Nb7,phospho-Cnb,prometaphase,1.0,69.0,0.042,221164.674,106027.829,86950.844,382933.156,9200.45,5750281.516,0.154,333188.338,263772.213,186024.125,449646.781,51177.729,31986080.469,0.042,16576.602,14341.831,11966.911,23772.338,689.587,430991.655,0.154,20124.893,19634.808,13895.239,28515.434,3091.184,1931989.709,0.042,47605.75,43078.929,42801.453,53729.73,1980.399,1237749.492,0.149,49941.172,43555.411,39700.918,69156.148,7431.246,4644529.004,0.042,11466.259,2761.975,2730.386,18903.848,476.996,298122.741,0.149,14422.069,13690.289,11259.579,18802.145,2146.004,1341252.429,0.2249211790346811,0.2230817550384788,0.1797744966462211,5750281.516,430991.655,,-0.6515359474666131,-0.6515359474666131,9200.45,5750281.516,51177.729,31986080.469,0.042,0.154,689.587,689.587,3091.184,1931989.709,0.1797744874533217,0.2230818353097065,136911464.66666666,207701821.22727272,0.6591731543694775,16418.738095238095,12545387.720779222,0.0013087469642762,1311.5,,,,0.4369992210104607,-621.913,1779.6840000000002,Mother
134,166,RCS_phosCnb488_MTs568_Asl647_1515_005_SIR_ALX_Nb2_prophase,Nb2,phospho-Cnb,prophase,19.0,73.0,0.06,171105.58,159893.848,114026.0,221260.422,10338.199,6502012.031,0.107,223503.379,202135.524,140710.062,281740.719,23809.815,14974726.375,0.06,10436.293,3303.334,3272.322,19150.564,630.561,396579.137,0.107,13960.182,13415.672,7376.584,23072.082,1487.178,935332.194,0.06,24443.658,23540.476,21215.604,29424.809,1476.886,928858.996,0.107,22277.749,19251.586,16102.69,30370.252,2373.249,1492609.153,0.06,8486.545,7584.025,4097.105,13159.558,512.757,322488.708,0.107,8824.583,4639.193,4619.341,14783.432,940.083,591247.081,0.2153264058344529,0.4239981682914252,0.4341990543383134,6502012.031,396579.137,,-0.3726360195927504,-0.3726360195927504,10338.199,6502012.031,23809.815,14974726.375,0.06,0.107,630.561,630.561,1487.178,935332.194,0.4341990477456461,0.4239983377914412,108366867.18333334,139950713.78504673,0.7743216469033256,10509.35,8741422.373831777,0.0012022471344549,726.42,,,,0.5031089755227686,-95.85899999999992,760.7580000000002,Mother
135,167,RCS_phosCnb488_MTs568_Asl647_1515_005_SIR_ALX_Nb4_prometaphase,Nb4,phospho-Cnb,prometaphase,22.0,92.0,0.056,153468.466,130741.472,90676.805,213509.797,8594.234,5371396.297,0.117,170182.129,140442.775,89076.094,239360.328,19877.273,12423295.406,0.056,13497.093,13625.19,8705.952,17129.529,755.837,472398.262,0.117,12831.323,11313.998,6109.428,25848.242,1498.698,936686.556,0.056,21056.257,19960.325,18225.184,23883.734,1179.15,736969.002,0.117,15489.171,15226.581,12007.642,20373.615,1809.135,1130709.467,0.056,9352.158,6686.285,4404.113,12246.207,523.721,327325.532,0.117,8866.941,6672.852,4336.575,13609.242,1035.659,647286.705,0.5012882284213641,0.5043290724885775,0.432364853403213,5371396.297,472398.262,,-0.2972859958356347,-0.2972859958356347,8594.234,5371396.297,19877.273,12423295.406,0.056,0.117,755.837,755.837,1498.698,936686.556,0.4323648419981956,0.5043290909843077,95917791.01785716,106182012.017094,0.9033337115745704,13497.089285714284,8005867.999999999,0.0016858995533918,779.69,,,,0.5358522530890146,-23.853000000000065,719.008,Mother
136,168,RCS_phosCnb488_MTs568_Asl647_1515_006_SIR_ALX_Nb1_anaphase.ims,Nb1,phospho-Cnb,anaphase,18.0,73.0,0.166,253682.731,224020.799,129220.18,346879.0,42212.806,26383004.055,0.157,296691.602,289007.194,166375.797,469695.969,46521.243,29075777.031,0.166,10194.518,7979.624,3735.716,17754.303,1696.368,1060229.821,0.157,9572.854,7665.862,4470.801,18695.768,1501.024,938139.704,0.166,36900.662,37235.86,23108.201,59456.75,6140.27,3837668.82,0.157,31958.731,35625.956,20217.412,48292.766,5011.129,3131955.627,0.166,7805.53,6825.985,3803.578,14475.801,1298.84,811775.139,0.157,8450.437,8414.279,216.689,16548.074,1325.029,828142.858,2.258745987101908,1.1301406565348822,0.907387755342565,26383004.055,1060229.821,,0.0531324988421826,0.0531324988421826,42212.806,26383004.055,46521.243,29075777.031,0.166,0.157,1696.368,1696.368,1501.024,938139.704,0.9073877497211328,1.130140490758309,158933759.36746988,185196032.044586,0.8581920336673657,10219.084337349395,5975412.127388535,0.0017101890412729,1311.9344999999998,,,,2.304628923519849,384.4335000000001,189.08950000000004,Daughter
137,169,RCS_phosCnb488_MTs568_Asl647_1515_007_SIR_ALX_Nb1_anaphase,Nb1,phospho-Cnb,anaphase,1.0,92.0,0.102,254927.559,188074.093,152856.0,338749.438,25941.428,16315363.766,0.142,617119.604,541045.95,179744.141,934791.188,87328.595,54923644.781,0.102,19579.169,14164.129,10391.706,28111.713,1992.376,1253066.79,0.142,30551.131,28112.637,13572.516,48198.293,4323.291,2719050.695,0.102,74526.533,67485.596,54791.645,90306.961,7583.82,4769698.109,0.142,79336.865,68614.437,62769.129,97169.102,11226.96,7060980.969,0.102,17774.966,15677.44,10225.732,24688.293,1808.781,1137597.849,0.142,18832.557,14360.906,5112.549,29903.957,2664.995,1676097.614,0.1107130451982034,0.4608471597474206,0.2970553726187533,16315363.766,1253066.79,,-0.3364430847712863,-0.3364430847712863,25941.428,16315363.766,87328.595,54923644.781,0.102,0.142,1992.376,1992.376,4323.291,2719050.695,0.2970553688628564,0.4608470722882175,159954546.7254902,386786230.8521127,0.4135476756064997,19533.09803921569,19148244.330985915,0.0010200986420257,2236.888,,,,0.532926106523942,-244.51199999999994,2086.4030000000002,Mother
138,170,RCS_phosCnb488_MTs568_Asl647_1515_007_SIR_ALX_Nb3_prophase,Nb3,phospho-Cnb,prophase,1.0,72.0,0.022,440374.902,461267.028,314524.188,540146.812,9802.745,6165248.625,0.122,330444.934,307065.469,145764.625,480121.031,40456.373,25444259.953,0.022,22305.05,13338.897,13299.333,33555.992,496.51,312270.697,0.122,24434.845,21018.239,11849.772,39301.555,2991.558,1881483.041,0.022,80007.178,70140.03,70091.992,94687.195,1780.96,1120100.492,0.122,61897.633,54077.218,46161.969,79654.594,7578.127,4766117.727,0.022,19191.435,10546.844,10513.44,27616.074,427.201,268680.093,0.122,14251.419,10570.546,1174.268,28982.904,1744.801,1097359.257,0.0555914263966434,0.1659705084740118,0.2423041045952325,6165248.625,312270.697,,-0.7799690754832479,-0.7799690754832479,9802.745,6165248.625,40456.373,25444259.953,0.022,0.122,496.51,496.51,2991.558,1881483.041,0.2423040987880945,0.1659703739656727,280238573.8636364,208559507.81147543,1.343686398209926,22568.636363636364,15421992.139344262,0.0014634060346885,1086.001,,,,0.3739125332017631,-589.491,1905.557,Mother
139,171,RCS_phosCnb488_MTs568_Asl647_1515_008_SIR_ALX_Nb1_metaphase,Nb1,phospho-Cnb,metaphase,1.0,92.0,0.087,366093.967,186899.972,174992.797,643952.312,32014.917,20135168.188,0.113,432973.04,301059.045,266224.25,701234.375,48878.326,30741085.812,0.087,26338.795,22125.01,16890.115,39041.074,2303.328,1448633.746,0.113,24990.952,28043.668,14846.478,31286.773,2821.229,1774357.57,0.087,80130.318,62634.826,56581.648,99036.812,7007.396,4407167.512,0.113,81331.322,70759.885,61448.645,106003.367,9181.493,5774523.887,0.087,19744.131,17904.499,14327.364,25703.098,1726.624,1085927.208,0.113,18572.544,18457.635,13888.347,25190.162,2096.654,1318650.592,0.7959203671117553,0.8164271793311649,0.654992094655944,20135168.188,1448633.746,,-0.0880825458017946,-0.0880825458017946,32014.917,20135168.188,48878.326,30741085.812,0.087,0.113,2303.328,2303.328,2821.229,1774357.57,0.6549920919959493,0.8164271670254347,231438714.8045977,272045007.18584067,0.8507368585761114,26475.034482758623,15702279.380530974,0.0016860631403351,1911.6390000000001,,,,0.39230674972472274,391.68899999999985,909.5899999999997,Mother
140,172,RCS_phosCnb488_MTs568_Asl647_1515_008_SIR_ALX_Nb2_prophase,Nb2,phospho-Cnb,prophase,19.0,92.0,0.05,266060.1,333171.382,162120.953,365317.75,13196.581,8247863.094,0.126,286115.657,173168.131,172721.875,401205.094,36165.019,22603136.938,0.05,15754.938,9356.029,9329.384,22971.611,781.445,488403.065,0.126,16034.335,12502.537,9974.091,24854.141,2026.74,1266712.438,0.05,50482.471,51754.402,40647.363,58253.566,2503.931,1564956.598,0.126,44073.38,33236.389,30172.717,60929.578,5570.875,3481797.037,0.05,13279.366,13904.502,8318.822,16755.012,658.657,411660.339,0.126,12465.637,10884.591,8388.653,20559.32,1575.657,984785.344,0.2722071104430891,0.3855674345245515,0.3648990455007966,8247863.094,488403.065,,-0.4138996542389642,-0.4138996542389642,13196.581,8247863.094,36165.019,22603136.938,0.05,0.126,781.445,781.445,2026.74,1266712.438,0.364899047889343,0.3855674630194302,164957261.88,179389975.69841272,0.9195455946620076,15628.9,10053273.317460315,0.0015546080869855,1117.157,,,,0.5677451029732477,-335.7119999999999,909.5830000000001,Mother
141,173,RCS_phosCnb488_MTs568_Asl647_1515_010_SIR_ALX_Nb1_metaphase_CS1,Nb1,phospho-Cnb,metaphase,14.0,62.0,0.051,362482.454,209550.079,186231.672,705319.688,18559.102,11599438.531,0.122,459077.736,369411.839,246667.453,774777.75,55823.853,34889907.906,0.051,13012.905,11645.952,7168.72,24149.037,666.261,416412.965,0.122,12771.483,12133.251,4396.316,24921.242,1553.012,970632.685,0.048,52727.784,42680.563,38124.957,63756.496,2530.934,1581833.523,0.12,52188.906,59353.747,31585.406,72322.914,6262.669,3914167.957,0.048,9027.6,7533.983,3891.639,15193.943,433.325,270827.998,0.12,8792.115,3562.435,3357.235,12908.341,1055.054,659408.596,0.4677824234172361,0.4290118923823382,0.3324582730986586,11599438.531,416412.965,,-0.3675306688305662,-0.3675306688305662,18559.102,11599438.531,55823.853,34889907.906,0.051,0.122,666.261,666.261,1553.012,970632.685,0.3324582772887424,0.4290121389918429,227439971.19607845,285982851.6885246,0.7952923395693405,13063.94117647059,7956005.614754099,0.0016420226190192,744.1895000000001,,,,0.49356681403620845,-77.9285000000001,808.8224999999999,Mother
142,174,RCS_phosCnb488_MTs568_Asl647_1515_010_SIR_ALX_Nb1_metaphase_CS2,Nb1,phospho-Cnb,metaphase,14.0,62.0,0.05,322876.121,218130.281,180877.812,604728.125,16014.656,10009159.766,0.152,529343.839,526973.431,294782.094,842625.25,80460.264,50287664.688,0.05,11808.281,9185.068,4614.618,17401.887,585.691,366056.705,0.152,12911.595,13623.293,3590.07,27046.738,1962.562,1226601.503,0.05,48308.196,38411.662,38366.434,61523.5,2396.087,1497554.066,0.152,62216.608,54216.483,37289.215,87386.102,9456.924,5910577.758,0.05,8630.146,7197.594,3424.265,14855.891,428.055,267534.516,0.152,8634.387,8125.971,2424.115,15877.343,1312.427,820266.737,0.2424665646365755,0.2984316455708761,0.1990380708290965,10009159.766,366056.705,,-0.52515512634647,-0.52515512634647,16014.656,10009159.766,80460.264,50287664.688,0.05,0.152,585.691,585.691,1962.562,1226601.503,0.1990380742474322,0.2984318457200333,200183195.32,330839899.2631579,0.6050757353204533,11713.82,8069746.730263159,0.0014515721981795,870.241,,,,0.4567235226199224,-284.54999999999995,1092.321,Mother
